user_id,registration_date,observation_start_date,observation_end_date,last_live_bet_date,first_live_bet_date,tenure_days,live_bets_count,avg_bet_amount,total_turnover,total_payout,ggr,ggr_margin,deposit_count,total_deposit_amount,deposit_to_turnover_ratio,days_active_in_observation,bet_day_rate,days_since_last_bet,live_bets_count_outcome_window,churn
USER_10149,2023-05-30,2025-10-03,2025-12-31,2025-12-30,2025-10-04,946,51,11.96,609.96,699.41,-89.45,-0.1466,5.0,352.84,0.5785,18,0.2,1,3,0
USER_10150,2022-12-30,2025-10-03,2025-12-31,2025-12-30,2025-10-16,1097,26,5.08,132.08,90.07,42.01,0.3181,3.0,154.4,1.169,8,0.0889,1,5,0
USER_10151,2024-10-11,2025-10-03,2025-12-31,2025-12-11,2025-10-05,446,26,23.08,600.08,224.25,375.83,0.6263,5.0,352.27,0.587,10,0.1111,20,3,0
USER_10152,2025-09-06,2025-10-03,2025-12-31,2025-12-27,2025-10-04,116,51,9.97,508.47,276.15,232.32,0.4569,3.0,384.15,0.7555,20,0.2222,4,1,0
USER_10153,2023-03-19,2025-10-03,2025-12-31,2025-12-31,2025-10-09,1018,46,4.07,187.22,191.29,-4.07,-0.0217,0.0,0.0,0.0,15,0.1667,0,12,0
USER_10154,2025-07-17,2025-10-03,2025-12-31,2025-12-31,2025-10-06,167,131,7.7,1008.7,204.04,804.66,0.7977,6.0,779.52,0.7728,33,0.3667,0,17,0
USER_10155,2025-09-17,2025-10-03,2025-12-31,2025-12-28,2025-10-12,105,131,8.7,1139.7,441.58,698.12,0.6125,7.0,859.01,0.7537,30,0.3333,3,7,0
USER_10156,2022-07-02,2025-10-03,2025-12-31,2025-12-31,2025-10-04,1278,213,1.7,362.1,189.6,172.5,0.4764,8.0,267.05,0.7375,38,0.4222,0,11,0
USER_10157,2025-04-08,2025-10-03,2025-12-31,2025-12-27,2025-10-06,267,24,16.75,402.0,433.12,-31.12,-0.0774,2.0,284.19,0.7069,13,0.1444,4,2,0
USER_10158,2024-08-17,2025-10-03,2025-12-31,2025-12-08,2025-10-12,501,17,4.12,70.04,21.95,48.09,0.6866,0.0,0.0,0.0,9,0.1,23,0,1
USER_10159,2025-07-23,2025-10-03,2025-12-31,2025-12-27,2025-10-04,161,109,7.39,805.51,914.1,-108.59,-0.1348,2.0,935.32,1.1612,29,0.3222,4,2,0
USER_10160,2025-08-08,2025-10-03,2025-12-31,2025-12-31,2025-10-07,145,67,5.71,382.57,57.22,325.35,0.8504,3.0,269.96,0.7056,21,0.2333,0,6,0
USER_10161,2024-05-29,2025-10-03,2025-12-31,2025-12-16,2025-10-03,581,48,13.51,648.48,392.77,255.71,0.3943,1.0,469.27,0.7236,17,0.1889,15,6,0
USER_10162,2024-03-29,2025-10-03,2025-12-31,2025-12-24,2025-10-12,642,23,8.22,189.06,180.92,8.14,0.0431,4.0,114.06,0.6033,8,0.0889,7,8,0
USER_10163,2025-09-20,2025-10-03,2025-12-31,2025-12-29,2025-10-07,102,40,11.89,475.6,241.85,233.75,0.4915,3.0,619.41,1.3024,14,0.1556,2,4,0
USER_10164,2025-04-02,2025-10-03,2025-12-31,2025-12-27,2025-10-03,273,43,,230.48,247.23,-16.75,-0.0727,1.0,292.79,1.2703,17,0.1889,4,3,0
USER_10165,2022-10-15,2025-10-03,2025-12-31,2025-12-30,2025-10-08,1173,70,,947.8,757.85,189.95,0.2004,0.0,0.0,0.0,23,0.2556,1,3,0
USER_10166,2024-12-20,2025-10-03,2025-12-31,2025-12-25,2025-10-03,376,35,3.13,109.55,27.04,82.51,0.7532,1.0,101.92,0.9304,14,0.1556,6,0,1
USER_10167,2023-02-24,2025-10-03,2025-12-31,2025-12-29,2025-10-03,1041,45,,596.25,592.43,3.82,0.0064,5.0,599.69,1.0058,16,0.1778,2,7,0
USER_10168,2022-04-12,2025-10-03,2025-12-31,2025-12-31,2025-10-16,1359,63,6.54,412.02,41.2,370.82,0.9,2.0,336.65,0.8171,17,0.1889,0,8,0
USER_10169,2023-10-17,2025-10-03,2025-12-31,2025-12-31,2025-10-10,806,71,13.19,936.49,348.94,587.55,0.6274,8.0,516.56,0.5516,19,0.2111,0,11,0
USER_10170,2025-04-27,2025-10-03,2025-12-31,2025-12-31,2025-10-04,248,43,1.79,76.97,59.51,17.46,0.2268,6.0,52.7,0.6847,15,0.1667,0,6,0
USER_10171,2021-12-31,2025-10-03,2025-12-31,2025-12-31,2025-10-04,1461,134,9.07,1215.38,805.74,409.64,0.337,5.0,1431.93,1.1782,29,0.3222,0,26,0
USER_10172,2025-06-17,2025-10-03,2025-12-31,2025-12-28,2025-10-08,197,69,10.33,712.77,661.43,51.34,0.072,3.0,934.47,1.311,19,0.2111,3,11,0
USER_10173,2025-07-01,2025-10-03,2025-12-31,2025-12-26,2025-10-06,183,56,5.17,289.52,28.95,260.57,0.9,1.0,208.63,0.7206,17,0.1889,5,0,1
USER_10174,2024-11-07,2025-10-03,2025-12-31,2025-12-30,2025-10-09,419,39,6.51,253.89,227.15,26.74,0.1053,7.0,312.39,1.2304,11,0.1222,1,0,1
USER_10175,2024-03-08,2025-10-03,2025-12-31,2025-12-27,2025-10-05,663,62,4.95,306.9,173.26,133.64,0.4355,3.0,269.3,0.8775,19,0.2111,4,4,0
USER_10176,2022-02-23,2025-10-03,2025-12-31,2025-12-29,2025-10-03,1407,33,,884.07,558.03,326.04,0.3688,3.0,645.85,0.7305,15,0.1667,2,4,0
USER_10177,2025-07-23,2025-10-03,2025-12-31,2025-12-30,2025-10-05,161,110,10.97,1206.7,599.92,606.78,0.5028,0.0,0.0,0.0,31,0.3444,1,16,0
USER_10178,2025-03-13,2025-10-03,2025-12-31,2025-12-30,2025-10-25,293,31,10.51,325.81,244.06,81.75,0.2509,1.0,514.76,1.5799,13,0.1444,1,8,0
USER_10179,2022-02-23,2025-10-03,2025-12-31,2025-12-26,2025-10-19,1407,52,2.99,155.48,72.59,82.89,0.5331,8.0,181.62,1.1681,16,0.1778,5,28,0
USER_10180,2025-03-20,2025-10-03,2025-12-31,2025-12-28,2025-10-16,286,52,13.51,702.52,517.68,184.84,0.2631,4.0,551.12,0.7845,18,0.2,3,5,0
USER_10181,2024-02-17,2025-10-03,2025-12-31,2025-12-31,2025-10-04,683,58,5.73,332.34,356.45,-24.11,-0.0725,4.0,410.05,1.2338,22,0.2444,0,1,0
USER_10182,2025-05-23,2025-10-03,2025-12-31,2025-12-31,2025-10-05,222,51,15.21,775.71,191.35,584.36,0.7533,3.0,666.82,0.8596,15,0.1667,0,0,1
USER_10183,2025-08-01,2025-10-03,2025-12-31,2025-12-27,2025-10-06,152,67,13.19,883.73,350.79,532.94,0.6031,1.0,817.64,0.9252,21,0.2333,4,0,1
USER_10184,2025-09-20,2025-10-03,2025-12-31,2025-12-27,2025-10-10,102,33,9.3,306.9,88.64,218.26,0.7112,4.0,306.4,0.9984,14,0.1556,4,2,0
USER_10185,2024-05-27,2025-10-03,2025-12-31,2025-12-29,2025-10-07,583,78,5.34,416.52,370.75,45.77,0.1099,6.0,443.69,1.0652,21,0.2333,2,6,0
USER_10186,2025-09-23,2025-10-03,2025-12-31,2025-12-28,2025-10-07,99,30,8.85,265.5,307.64,-42.14,-0.1587,2.0,311.05,1.1716,17,0.1889,3,1,0
USER_10187,2024-12-11,2025-10-03,2025-12-31,2025-12-27,2025-10-06,385,80,14.61,1168.8,748.37,420.43,0.3597,3.0,1402.2,1.1997,28,0.3111,4,13,0
USER_10188,2024-06-20,2025-10-03,2025-12-31,2025-12-29,2025-10-03,559,34,5.58,189.72,192.97,-3.25,-0.0171,4.0,230.56,1.2153,13,0.1444,2,0,1
USER_10189,2024-10-26,2025-10-03,2025-12-31,2025-12-28,2025-10-06,431,40,11.48,459.2,140.91,318.29,0.6931,5.0,277.74,0.6048,13,0.1444,3,2,0
USER_10190,2023-01-14,2025-10-03,2025-12-31,2025-12-15,2025-10-10,1082,23,3.59,82.57,34.54,48.03,0.5817,0.0,0.0,0.0,9,0.1,16,0,1
USER_10191,2025-06-18,2025-10-03,2025-12-31,2025-12-28,2025-10-19,196,33,10.3,339.9,291.57,48.33,0.1422,1.0,253.22,0.745,9,0.1,3,5,0
USER_10192,2025-06-28,2025-10-03,2025-12-31,2025-12-30,2025-10-05,186,196,6.21,1217.16,1416.29,-199.13,-0.1636,5.0,1279.94,1.0516,42,0.4667,1,17,0
USER_10193,2025-04-26,2025-10-03,2025-12-31,2025-12-25,2025-10-18,249,25,10.87,271.75,95.37,176.38,0.6491,3.0,159.82,0.5881,8,0.0889,6,1,0
USER_10194,2025-04-16,2025-10-03,2025-12-31,2025-12-31,2025-10-04,259,73,10.59,773.07,77.31,695.76,0.9,3.0,726.8,0.9401,25,0.2778,0,0,1
USER_10195,2023-05-31,2025-10-03,2025-12-31,2025-12-12,2025-10-15,945,18,16.57,298.26,83.38,214.88,0.7204,5.0,495.02,1.6597,7,0.0778,19,6,0
USER_10196,2022-05-28,2025-10-03,2025-12-31,2025-12-23,2025-10-03,1313,57,16.96,966.72,325.26,641.46,0.6635,,,,18,0.2,8,2,0
USER_10197,2025-06-08,2025-10-03,2025-12-31,2025-12-28,2025-10-03,206,123,26.65,3277.95,2773.52,504.43,0.1539,0.0,0.0,0.0,33,0.3667,3,8,0
USER_10198,2024-09-28,2025-10-03,2025-12-31,2025-12-30,2025-10-03,459,208,4.71,979.68,166.74,812.94,0.8298,6.0,607.83,0.6204,41,0.4556,1,21,0
USER_10199,2021-07-26,2025-10-03,2025-12-31,2025-12-23,2025-10-05,1619,58,5.81,336.98,151.55,185.43,0.5503,3.0,428.63,1.272,18,0.2,8,16,0
USER_10200,2020-12-15,2025-10-03,2025-12-31,2025-12-31,2025-10-08,1842,106,7.84,831.04,547.1,283.94,0.3417,4.0,637.31,0.7669,27,0.3,0,16,0
USER_10201,2025-06-06,2025-10-03,2025-12-31,2025-12-30,2025-10-04,208,38,4.47,169.86,177.85,-7.99,-0.047,1.0,136.6,0.8042,12,0.1333,1,10,0
USER_10202,2025-08-31,2025-10-03,2025-12-31,2025-12-30,2025-10-04,122,76,10.6,805.6,451.9,353.7,0.4391,2.0,422.34,0.5243,22,0.2444,1,3,0
USER_10203,2024-10-01,2025-10-03,2025-12-31,2025-12-31,2025-10-08,456,57,2.05,116.85,24.68,92.17,0.7888,9.0,96.58,0.8265,17,0.1889,0,7,0
USER_10204,2023-03-28,2025-10-03,2025-12-31,2025-12-27,2025-10-11,1009,53,18.65,988.45,218.1,770.35,0.7794,1.0,1300.75,1.3159,16,0.1778,4,9,0
USER_10205,2023-03-13,2025-10-03,2025-12-31,2025-12-05,2025-10-14,1024,11,12.82,141.02,83.82,57.2,0.4056,1.0,123.74,0.8775,6,0.0667,26,0,1
USER_10206,2023-04-26,2025-10-03,2025-12-31,2025-12-19,2025-10-17,980,25,9.26,231.5,181.9,49.6,0.2143,0.0,0.0,0.0,8,0.0889,12,0,1
USER_10207,2022-12-06,2025-10-03,2025-12-31,2025-12-26,2025-10-04,1121,84,5.75,483.0,491.83,-8.83,-0.0183,3.0,316.92,0.6561,23,0.2556,5,7,0
USER_10208,2023-09-21,2025-10-03,2025-12-31,2025-12-31,2025-10-03,832,123,9.53,1172.19,848.44,323.75,0.2762,4.0,1036.86,0.8845,30,0.3333,0,24,0
USER_10209,2022-03-25,2025-10-03,2025-12-31,2025-12-25,2025-10-04,1377,133,3.9,518.7,275.33,243.37,0.4692,5.0,491.19,0.947,33,0.3667,6,18,0
USER_10210,2023-01-23,2025-10-03,2025-12-31,2025-12-30,2025-10-06,1073,60,4.21,252.6,185.99,66.61,0.2637,2.0,213.81,0.8464,19,0.2111,1,6,0
USER_10211,2024-04-13,2025-10-03,2025-12-31,2025-12-29,2025-10-03,627,66,5.18,341.88,70.32,271.56,0.7943,2.0,468.33,1.3699,22,0.2444,2,10,0
USER_10212,2024-12-02,2025-10-03,2025-12-31,2025-12-25,2025-10-27,394,36,8.3,298.8,42.72,256.08,0.857,0.0,0.0,0.0,15,0.1667,6,7,0
USER_10213,2023-01-16,2025-10-03,2025-12-31,2025-12-18,2025-10-04,1080,57,,695.97,201.02,494.95,0.7112,5.0,694.62,0.9981,16,0.1778,13,15,0
USER_10214,2025-05-16,2025-10-03,2025-12-31,2025-12-30,2025-10-19,229,38,7.55,286.9,113.94,172.96,0.6029,5.0,208.4,0.7264,14,0.1556,1,2,0
USER_10215,2025-05-16,2025-10-03,2025-12-31,2025-12-24,2025-10-04,229,53,6.28,332.84,80.73,252.11,0.7575,0.0,0.0,0.0,18,0.2,7,9,0
USER_10216,2024-05-15,2025-10-03,2025-12-31,2025-12-08,2025-10-04,595,40,,376.0,327.62,48.38,0.1287,3.0,375.39,0.9984,14,0.1556,23,0,1
USER_10217,2021-04-23,2025-10-03,2025-12-31,2025-12-27,2025-10-07,1713,54,12.61,680.94,78.56,602.38,0.8846,5.0,478.51,0.7027,18,0.2,4,4,0
USER_10218,2021-09-21,2025-10-03,2025-12-31,2025-12-30,2025-10-07,1562,95,3.0,285.0,288.89,-3.89,-0.0136,2.0,325.59,1.1424,25,0.2778,1,9,0
USER_10219,2024-02-25,2025-10-03,2025-12-31,2025-12-24,2025-10-20,675,55,6.09,334.95,161.11,173.84,0.519,2.0,250.24,0.7471,18,0.2,7,11,0
USER_10220,2025-06-21,2025-10-03,2025-12-31,2025-12-30,2025-10-05,193,85,,1411.85,889.16,522.69,0.3702,2.0,862.5,0.6109,23,0.2556,1,11,0
USER_10221,2025-09-26,2025-10-03,2025-12-31,2025-12-30,2025-10-03,96,51,6.97,355.47,172.08,183.39,0.5159,2.0,362.77,1.0205,17,0.1889,1,4,0
USER_10222,2025-02-02,2025-10-03,2025-12-31,2025-12-17,2025-10-08,332,20,6.58,131.6,84.66,46.94,0.3567,1.0,129.48,0.9839,6,0.0667,14,4,0
USER_10223,2021-08-12,2025-10-03,2025-12-31,2025-12-15,2025-10-10,1602,10,10.12,101.2,110.87,-9.67,-0.0956,1.0,103.38,1.0215,7,0.0778,16,0,1
USER_10224,2022-11-13,2025-10-03,2025-12-31,2025-12-20,2025-10-05,1144,27,4.23,114.21,87.95,26.26,0.2299,2.0,102.02,0.8933,11,0.1222,11,0,1
USER_10225,2024-09-16,2025-10-03,2025-12-31,2025-12-26,2025-10-05,471,21,13.43,282.03,71.58,210.45,0.7462,0.0,0.0,0.0,9,0.1,5,8,0
USER_10226,2025-08-31,2025-10-03,2025-12-31,2025-12-25,2025-10-06,122,66,16.69,1101.54,457.29,644.25,0.5849,6.0,728.57,0.6614,19,0.2111,6,0,1
USER_10227,2024-03-08,2025-10-03,2025-12-31,2025-12-30,2025-10-03,663,63,,1142.82,368.2,774.62,0.6778,3.0,823.5,0.7206,19,0.2111,1,15,0
USER_10228,2021-08-31,2025-10-03,2025-12-31,2025-12-30,2025-10-08,1583,70,3.54,247.8,76.44,171.36,0.6915,3.0,301.3,1.2159,22,0.2444,1,10,0
USER_10229,2025-06-01,2025-10-03,2025-12-31,2025-12-30,2025-10-04,213,43,18.69,803.67,659.99,143.68,0.1788,5.0,782.05,0.9731,15,0.1667,1,4,0
USER_10230,2023-10-19,2025-10-03,2025-12-31,2025-12-14,2025-10-03,804,19,14.01,266.19,174.21,91.98,0.3455,1.0,288.13,1.0824,8,0.0889,17,5,0
USER_10231,2025-04-27,2025-10-03,2025-12-31,2025-12-29,2025-10-06,248,134,19.85,2659.9,1967.56,692.34,0.2603,4.0,1380.29,0.5189,30,0.3333,2,22,0
USER_10232,2024-07-22,2025-10-03,2025-12-31,2025-12-31,2025-10-04,527,98,9.6,940.8,715.05,225.75,0.24,4.0,809.59,0.8605,26,0.2889,0,4,0
USER_10233,2025-03-05,2025-10-03,2025-12-31,2025-12-29,2025-10-03,301,124,7.99,990.76,408.3,582.46,0.5879,5.0,699.98,0.7065,31,0.3444,2,9,0
USER_10234,2025-03-27,2025-10-03,2025-12-31,2025-12-28,2025-10-06,279,132,12.68,1673.76,548.65,1125.11,0.6722,4.0,2094.27,1.2512,35,0.3889,3,15,0
USER_10235,2025-08-14,2025-10-03,2025-12-31,2025-12-15,2025-10-13,139,29,4.68,135.72,32.87,102.85,0.7578,2.0,185.04,1.3634,12,0.1333,16,0,1
USER_10236,2025-08-27,2025-10-03,2025-12-31,2025-12-27,2025-10-05,126,116,8.26,958.16,853.17,104.99,0.1096,1.0,818.08,0.8538,30,0.3333,4,15,0
USER_10237,2025-04-11,2025-10-03,2025-12-31,2025-12-31,2025-10-16,264,55,8.17,449.35,320.59,128.76,0.2865,6.0,499.55,1.1117,21,0.2333,0,6,0
USER_10238,2025-06-29,2025-10-03,2025-12-31,2025-12-31,2025-10-05,185,260,6.09,1583.4,242.51,1340.89,0.8468,2.0,1203.18,0.7599,47,0.5222,0,25,0
USER_10239,2023-07-01,2025-10-03,2025-12-31,2025-12-19,2025-10-10,914,25,5.15,128.75,63.23,65.52,0.5089,1.0,184.32,1.4316,10,0.1111,12,0,1
USER_10240,2024-12-31,2025-10-03,2025-12-31,2025-12-29,2025-10-16,365,34,7.09,241.06,24.11,216.95,0.9,1.0,206.46,0.8565,10,0.1111,2,8,0
USER_10241,2022-07-08,2025-10-03,2025-12-31,2025-12-27,2025-10-04,1272,54,7.15,386.1,480.78,-94.68,-0.2452,6.0,422.2,1.0935,16,0.1778,4,1,0
USER_10242,2023-08-14,2025-10-03,2025-12-31,2025-12-17,2025-10-04,870,42,7.35,308.7,155.62,153.08,0.4959,2.0,240.66,0.7796,13,0.1444,14,6,0
USER_10243,2024-08-19,2025-10-03,2025-12-31,2025-12-30,2025-10-03,499,75,9.06,679.5,519.61,159.89,0.2353,5.0,395.43,0.5819,20,0.2222,1,9,0
USER_10244,2022-03-02,2025-10-03,2025-12-31,2025-12-26,2025-10-09,1400,41,6.55,268.55,124.16,144.39,0.5377,1.0,255.77,0.9524,15,0.1667,5,5,0
USER_10245,2025-06-15,2025-10-03,2025-12-31,2025-12-27,2025-10-03,199,36,6.47,232.92,223.62,9.3,0.0399,6.0,154.89,0.665,12,0.1333,4,1,0
USER_10246,2024-07-18,2025-10-03,2025-12-31,2025-12-20,2025-10-08,531,44,24.73,1088.12,540.66,547.46,0.5031,2.0,1404.94,1.2912,14,0.1556,11,4,0
USER_10247,2025-01-22,2025-10-03,2025-12-31,2025-12-29,2025-10-03,343,142,1.5,213.0,99.86,113.14,0.5312,2.0,293.06,1.3759,35,0.3889,2,12,0
USER_10248,2022-03-31,2025-10-03,2025-12-31,2025-12-22,2025-10-04,1371,28,12.65,354.2,234.43,119.77,0.3381,5.0,450.41,1.2716,10,0.1111,9,3,0
USER_10249,2025-08-03,2025-10-03,2025-12-31,2025-12-27,2025-10-04,150,80,10.96,876.8,696.37,180.43,0.2058,3.0,688.98,0.7858,24,0.2667,4,21,0
USER_10250,2025-05-09,2025-10-03,2025-12-31,2025-12-30,2025-10-10,236,46,3.49,160.54,26.31,134.23,0.8361,3.0,89.61,0.5582,14,0.1556,1,8,0
USER_10251,2025-04-23,2025-10-03,2025-12-31,2025-12-31,2025-10-06,252,60,11.28,676.8,207.37,469.43,0.6936,7.0,628.43,0.9285,18,0.2,0,4,0
USER_10252,2025-09-13,2025-10-03,2025-12-31,2025-12-30,2025-10-05,109,66,10.95,722.7,346.27,376.43,0.5209,1.0,686.08,0.9493,22,0.2444,1,20,0
USER_10253,2022-03-19,2025-10-03,2025-12-31,2025-12-31,2025-10-11,1383,79,27.29,2155.91,734.71,1421.2,0.6592,2.0,2446.4,1.1347,21,0.2333,0,7,0
USER_10254,2022-10-01,2025-10-03,2025-12-31,2025-12-18,2025-10-24,1187,16,4.57,73.12,16.02,57.1,0.7809,2.0,53.84,0.7363,7,0.0778,13,2,0
USER_10255,2021-09-18,2025-10-03,2025-12-31,2025-12-31,2025-10-03,1565,147,2.5,367.5,402.91,-35.41,-0.0964,1.0,368.96,1.004,36,0.4,0,11,0
USER_10256,2025-03-02,2025-10-03,2025-12-31,2025-12-28,2025-10-04,304,30,,347.4,158.26,189.14,0.5444,2.0,453.57,1.3056,9,0.1,3,7,0
USER_10257,2024-04-09,2025-10-03,2025-12-31,2025-12-20,2025-10-06,631,96,5.14,493.44,446.76,46.68,0.0946,6.0,420.84,0.8529,24,0.2667,11,5,0
USER_10258,2025-01-06,2025-10-03,2025-12-31,2025-12-28,2025-10-03,359,104,4.85,504.4,247.29,257.11,0.5097,5.0,448.84,0.8898,26,0.2889,3,14,0
USER_10259,2025-04-23,2025-10-03,2025-12-31,2025-12-29,2025-10-11,252,90,20.46,1841.4,1460.81,380.59,0.2067,6.0,2419.9,1.3142,23,0.2556,2,14,0
USER_10260,2025-08-20,2025-10-03,2025-12-31,2025-12-31,2025-10-08,133,80,7.91,632.8,729.12,-96.32,-0.1522,4.0,517.99,0.8186,24,0.2667,0,11,0
USER_10261,2025-04-04,2025-10-03,2025-12-31,2025-12-29,2025-10-07,271,39,7.99,311.61,178.77,132.84,0.4263,0.0,0.0,0.0,15,0.1667,2,0,1
USER_10262,2024-06-01,2025-10-03,2025-12-31,2025-12-21,2025-10-03,578,117,7.51,878.67,616.01,262.66,0.2989,,,,26,0.2889,10,11,0
USER_10263,2022-12-17,2025-10-03,2025-12-31,2025-12-31,2025-10-06,1110,57,6.62,377.34,334.7,42.64,0.113,2.0,414.47,1.0984,15,0.1667,0,2,0
USER_10264,2022-03-10,2025-10-03,2025-12-31,2025-12-31,2025-10-09,1392,26,3.64,94.64,70.35,24.29,0.2567,2.0,113.85,1.203,12,0.1333,0,0,1
USER_10265,2023-02-18,2025-10-03,2025-12-31,2025-12-28,2025-10-04,1047,39,16.58,646.62,278.4,368.22,0.5695,0.0,0.0,0.0,16,0.1778,3,0,1
USER_10266,2023-01-13,2025-10-03,2025-12-31,2025-12-28,2025-10-09,1083,40,13.38,535.2,268.45,266.75,0.4984,1.0,642.81,1.2011,14,0.1556,3,10,0
USER_10267,2022-03-23,2025-10-03,2025-12-31,2025-12-31,2025-10-06,1379,96,10.03,962.88,981.36,-18.48,-0.0192,4.0,565.55,0.5874,25,0.2778,0,23,0
USER_10268,2025-03-10,2025-10-03,2025-12-31,2025-12-25,2025-10-05,296,87,,792.57,132.02,660.55,0.8334,5.0,436.24,0.5504,29,0.3222,6,10,0
USER_10269,2023-08-14,2025-10-03,2025-12-31,2025-12-31,2025-10-05,870,152,,2729.92,2603.46,126.46,0.0463,,,,35,0.3889,0,27,0
USER_10270,2025-08-27,2025-10-03,2025-12-31,2025-12-31,2025-10-16,126,18,6.89,124.02,75.04,48.98,0.3949,2.0,91.77,0.74,6,0.0667,0,3,0
USER_10271,2025-06-01,2025-10-03,2025-12-31,2025-12-29,2025-10-07,213,44,32.22,1417.68,1267.12,150.56,0.1062,3.0,1549.23,1.0928,18,0.2,2,10,0
USER_10272,2025-07-12,2025-10-03,2025-12-31,2025-12-31,2025-10-05,172,62,8.15,505.3,378.21,127.09,0.2515,2.0,363.68,0.7197,27,0.3,0,3,0
USER_10273,2025-06-29,2025-10-03,2025-12-31,2025-12-25,2025-10-09,185,45,8.28,372.6,101.84,270.76,0.7267,1.0,336.59,0.9034,12,0.1333,6,15,0
USER_10274,2022-09-22,2025-10-03,2025-12-31,2025-12-30,2025-10-06,1196,47,18.61,874.67,765.88,108.79,0.1244,0.0,0.0,0.0,12,0.1333,1,0,1
USER_10275,2025-06-26,2025-10-03,2025-12-31,2025-12-18,2025-10-09,188,40,8.87,354.8,113.68,241.12,0.6796,4.0,242.15,0.6825,14,0.1556,13,2,0
USER_10276,2023-11-17,2025-10-03,2025-12-31,2025-12-28,2025-10-08,775,45,7.91,355.95,311.79,44.16,0.1241,3.0,374.84,1.0531,17,0.1889,3,8,0
USER_10277,2022-09-26,2025-10-03,2025-12-31,2025-12-21,2025-10-08,1192,47,10.29,483.63,413.71,69.92,0.1446,3.0,440.34,0.9105,18,0.2,10,6,0
USER_10278,2025-02-28,2025-10-03,2025-12-31,2025-12-26,2025-10-07,306,38,7.04,267.52,295.47,-27.95,-0.1045,5.0,239.82,0.8965,13,0.1444,5,0,1
USER_10279,2025-04-26,2025-10-03,2025-12-31,2025-12-29,2025-10-07,249,76,3.1,235.6,196.97,38.63,0.164,6.0,177.06,0.7515,19,0.2111,2,13,0
USER_10280,2025-01-15,2025-10-03,2025-12-31,2025-12-25,2025-10-08,350,35,,269.15,31.56,237.59,0.8827,0.0,0.0,0.0,12,0.1333,6,2,0
USER_10281,2021-05-10,2025-10-03,2025-12-31,2025-12-12,2025-10-05,1696,33,,178.2,65.68,112.52,0.6314,4.0,228.06,1.2798,13,0.1444,19,0,1
USER_10282,2025-02-18,2025-10-03,2025-12-31,2025-12-29,2025-10-03,316,98,3.62,354.76,380.49,-25.73,-0.0725,3.0,478.95,1.3501,27,0.3,2,6,0
USER_10283,2025-10-07,2025-10-03,2025-12-31,2025-12-30,2025-10-16,85,16,7.76,124.16,49.03,75.13,0.6051,1.0,120.77,0.9727,10,0.1111,1,0,1
USER_10284,2024-02-05,2025-10-03,2025-12-31,2025-12-31,2025-10-03,695,79,29.1,2298.9,2042.01,256.89,0.1117,7.0,2201.21,0.9575,23,0.2556,0,9,0
USER_10285,2022-05-05,2025-10-03,2025-12-31,2025-12-31,2025-10-05,1336,126,19.41,2445.66,1208.86,1236.8,0.5057,1.0,1789.53,0.7317,36,0.4,0,20,0
USER_10286,2025-04-28,2025-10-03,2025-12-31,2025-12-26,2025-10-03,247,89,4.2,373.8,101.83,271.97,0.7276,3.0,540.45,1.4458,24,0.2667,5,5,0
USER_10287,2023-11-11,2025-10-03,2025-12-31,2025-12-26,2025-10-03,781,29,3.99,115.71,61.04,54.67,0.4725,4.0,176.95,1.5293,10,0.1111,5,2,0
USER_10288,2025-04-12,2025-10-03,2025-12-31,2025-12-31,2025-10-07,263,125,11.76,1470.0,147.0,1323.0,0.9,4.0,1753.37,1.1928,36,0.4,0,4,0
USER_10289,2025-08-18,2025-10-03,2025-12-31,2025-12-22,2025-10-04,135,106,14.75,1563.5,655.43,908.07,0.5808,3.0,964.62,0.617,25,0.2778,9,13,0
USER_10290,2024-03-01,2025-10-03,2025-12-31,2025-12-30,2025-10-05,670,120,10.37,1244.4,1259.39,-14.99,-0.012,2.0,1630.19,1.31,31,0.3444,1,0,1
USER_10291,2024-08-23,2025-10-03,2025-12-31,2025-12-28,2025-10-03,495,91,10.36,942.76,609.53,333.23,0.3535,5.0,619.21,0.6568,24,0.2667,3,9,0
USER_10292,2024-10-21,2025-10-03,2025-12-31,2025-12-26,2025-10-17,436,19,2.38,45.22,50.52,-5.3,-0.1172,1.0,62.12,1.3737,8,0.0889,5,0,1
USER_10293,2023-02-25,2025-10-03,2025-12-31,2025-12-26,2025-10-07,1040,118,8.91,1051.38,174.52,876.86,0.834,1.0,1182.09,1.1243,32,0.3556,5,2,0
USER_10294,2025-02-12,2025-10-03,2025-12-31,2025-12-30,2025-10-03,322,62,12.31,763.22,680.83,82.39,0.108,7.0,447.91,0.5869,22,0.2444,1,5,0
USER_10295,2023-12-19,2025-10-03,2025-12-31,2025-12-25,2025-10-03,743,72,7.28,524.16,198.41,325.75,0.6215,2.0,455.82,0.8696,20,0.2222,6,14,0
USER_10296,2025-06-02,2025-10-03,2025-12-31,2025-12-28,2025-10-05,212,161,19.5,3139.5,968.57,2170.93,0.6915,5.0,3745.22,1.1929,37,0.4111,3,8,0
USER_10297,2024-01-28,2025-10-03,2025-12-31,2025-12-28,2025-10-04,703,78,45.78,3570.84,1177.22,2393.62,0.6703,3.0,1939.95,0.5433,22,0.2444,3,2,0
USER_10298,2024-08-09,2025-10-03,2025-12-31,2025-12-30,2025-10-03,509,56,14.37,804.72,458.54,346.18,0.4302,3.0,1018.77,1.266,19,0.2111,1,13,0
